Name,Fecha,Lote,Formula,FechaNacimiento,GramosAlimentoPruebas,Litros de agua,FechaCambioBebedero,Tazas de alimento,FechaCreacionDeRegistro,Edad,Tazas de hidrogel
PB33422-01-2022-12-12T17:58:00.000Z,12/12/2022 11:58am,PB33422-01,,30/11/2022,,,,,9/1/2023 4:34pm,12,
PB33422-01-2022-12-15T14:33:00.000Z,15/12/2022 8:33am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,15,
PB33422-01-2022-12-19T14:54:00.000Z,19/12/2022 8:54am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,19,
PB33422-01-2022-12-20T14:35:00.000Z,20/12/2022 8:35am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,20,
PB33422-01-2022-12-23T17:30:00.000Z,23/12/2022 11:30am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,23,
PB33422-01-2022-12-24T16:51:00.000Z,24/12/2022 10:51am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,24,
PB33422-01-2022-12-27T14:37:00.000Z,27/12/2022 8:37am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,27,
PB33422-01-2022-12-28T14:31:00.000Z,28/12/2022 8:31am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,28,
PB33422-01-2022-12-29T14:26:00.000Z,29/12/2022 8:26am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,29,
PB33422-01-2022-12-30T14:46:00.000Z,30/12/2022 8:46am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,30,
PB33422-01-2022-12-30T14:50:00.000Z,30/12/2022 8:50am,PB33422-01,,30/11/2022,,2,30/12/2022,,9/1/2023 4:34pm,30,
PB33422-01-2022-12-31T14:25:00.000Z,31/12/2022 8:25am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,31,
PB33422-01-2023-01-02T14:58:00.000Z,2/1/2023 8:58am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,33,
PB33422-01-2023-01-03T14:34:00.000Z,3/1/2023 8:34am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,34,
PB33422-01-2023-01-04T14:34:00.000Z,4/1/2023 8:34am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,35,
PB33422-01-2023-01-05T15:08:00.000Z,5/1/2023 9:08am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,36,
PB33422-01-2023-01-06T14:50:00.000Z,6/1/2023 8:50am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 4:34pm,37,
PB33422-01-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,PB33422-01,L69 1%,30/11/2022,,,,1,9/1/2023 8:59am,40,
PB33422-01-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,PB33422-01,,30/11/2022,,2,,,9/1/2023 9:16am,40,
PB33422-03-2022-11-30T22:26:00.000Z,30/11/2022 4:26pm,PB33422-03,L69 5%,30/11/2022,76.0,,,,9/1/2023 4:34pm,0,
PB33422-03-2022-12-12T18:04:00.000Z,12/12/2022 12:04pm,PB33422-03,,30/11/2022,,,,,9/1/2023 4:34pm,12,
PB33422-03-2022-12-15T14:34:00.000Z,15/12/2022 8:34am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,15,
PB33422-03-2022-12-19T14:55:00.000Z,19/12/2022 8:55am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,19,
PB33422-03-2022-12-20T14:36:00.000Z,20/12/2022 8:36am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,20,
PB33422-03-2022-12-21T14:48:00.000Z,21/12/2022 8:48am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,21,
PB33422-03-2022-12-24T16:53:00.000Z,24/12/2022 10:53am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,24,
PB33422-03-2022-12-27T14:39:00.000Z,27/12/2022 8:39am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,27,
PB33422-03-2022-12-28T14:32:00.000Z,28/12/2022 8:32am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,28,
PB33422-03-2022-12-28T14:50:00.000Z,28/12/2022 8:50am,PB33422-03,,30/11/2022,,2,28/12/2022,,9/1/2023 4:34pm,28,
PB33422-03-2022-12-29T14:27:00.000Z,29/12/2022 8:27am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,29,
PB33422-03-2022-12-30T14:47:00.000Z,30/12/2022 8:47am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,30,
PB33422-03-2022-12-31T14:26:00.000Z,31/12/2022 8:26am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,31,
PB33422-03-2023-01-02T14:59:00.000Z,2/1/2023 8:59am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,33,
PB33422-03-2023-01-04T14:35:00.000Z,4/1/2023 8:35am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,35,
PB33422-03-2023-01-05T15:09:00.000Z,5/1/2023 9:09am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,36,
PB33422-03-2023-01-05T15:37:00.000Z,5/1/2023 9:37am,PB33422-03,,30/11/2022,,2,5/1/2023,,9/1/2023 4:34pm,36,
PB33422-03-2023-01-06T14:51:00.000Z,6/1/2023 8:51am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 4:34pm,37,
PB33422-03-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,PB33422-03,L69 5%,30/11/2022,,,,1,9/1/2023 9:00am,40,
"PB33422-03, PB33522-03-2023-01-07T06:00:00.000Z",7/1/2023 12:00am,"PB33422-03,PB33522-03",L69 5%,"30/11/2022, 1/12/2022",,,,1,9/1/2023 1:20pm,NaN,
PB33422-04-2022-11-30T22:22:00.000Z,30/11/2022 4:22pm,PB33422-04,DDG 2,30/11/2022,76.0,,,,9/1/2023 4:34pm,0,
PB33422-04-2022-12-12T18:02:00.000Z,12/12/2022 12:02pm,PB33422-04,,30/11/2022,,,,,9/1/2023 4:34pm,12,
PB33422-04-2022-12-14T15:16:00.000Z,14/12/2022 9:16am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,14,
PB33422-04-2022-12-15T14:32:00.000Z,15/12/2022 8:32am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,15,
PB33422-04-2022-12-16T14:47:00.000Z,16/12/2022 8:47am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,16,
PB33422-04-2022-12-19T14:53:00.000Z,19/12/2022 8:53am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,19,
PB33422-04-2022-12-23T17:40:00.000Z,23/12/2022 11:40am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,23,
PB33422-04-2022-12-28T14:35:00.000Z,28/12/2022 8:35am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,28,
PB33422-04-2022-12-29T14:30:00.000Z,29/12/2022 8:30am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,29,
PB33422-04-2022-12-30T14:41:00.000Z,30/12/2022 8:41am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,30,
PB33422-04-2022-12-30T14:50:00.000Z,30/12/2022 8:50am,PB33422-04,,30/11/2022,,2,30/12/2022,,9/1/2023 4:34pm,30,
PB33422-04-2022-12-31T14:23:00.000Z,31/12/2022 8:23am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,31,
PB33422-04-2023-01-03T14:31:00.000Z,3/1/2023 8:31am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,34,
PB33422-04-2023-01-04T14:42:00.000Z,4/1/2023 8:42am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,35,
PB33422-04-2023-01-05T15:15:00.000Z,5/1/2023 9:15am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,36,
PB33422-04-2023-01-06T15:03:00.000Z,6/1/2023 9:03am,PB33422-04,DDG 2,30/11/2022,,,,1,9/1/2023 4:34pm,37,
"PB33422-04, PB33622-04, PB33522-04, PB34222-03-2023-01-10T15:11:00.000Z",10/1/2023 9:11am,"PB33422-04,PB33622-04,PB33522-04,PB34222-03",DDG 2,"30/11/2022, 2/12/2022, 1/12/2022, 8/12/2022",,,,1,10/1/2023 9:11am,NaN,
PB33422-05-2022-11-30T22:26:00.000Z,30/11/2022 4:26pm,PB33422-05,P SOYA,30/11/2022,915.0,,,,9/1/2023 4:34pm,0,
PB33422-05-2022-12-23T17:52:00.000Z,23/12/2022 11:52am,PB33422-05,P SOYA,30/11/2022,,,,4,9/1/2023 4:34pm,23,
PB33522-01-2022-12-02T14:49:00.000Z,2/12/2022 8:49am,PB33522-01,L69 1%,1/12/2022,76.0,,,,9/1/2023 4:34pm,1,
PB33522-01-2022-12-13T18:47:00.000Z,13/12/2022 12:47pm,PB33522-01,,1/12/2022,,,,,9/1/2023 4:34pm,12,
PB33522-01-2022-12-15T14:33:00.000Z,15/12/2022 8:33am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,14,
PB33522-01-2022-12-19T14:54:00.000Z,19/12/2022 8:54am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,18,
PB33522-01-2022-12-20T14:35:00.000Z,20/12/2022 8:35am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,19,
PB33522-01-2022-12-23T17:30:00.000Z,23/12/2022 11:30am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,22,
PB33522-01-2022-12-24T16:51:00.000Z,24/12/2022 10:51am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,23,
PB33522-01-2022-12-27T14:37:00.000Z,27/12/2022 8:37am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,26,
PB33522-01-2022-12-28T14:31:00.000Z,28/12/2022 8:31am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,27,
PB33522-01-2022-12-29T14:26:00.000Z,29/12/2022 8:26am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,28,
PB33522-01-2022-12-30T14:46:00.000Z,30/12/2022 8:46am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,29,
PB33522-01-2022-12-30T14:50:00.000Z,30/12/2022 8:50am,PB33522-01,,1/12/2022,,2,30/12/2022,,9/1/2023 4:34pm,29,
PB33522-01-2022-12-31T14:25:00.000Z,31/12/2022 8:25am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,30,
PB33522-01-2023-01-02T14:58:00.000Z,2/1/2023 8:58am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,32,
PB33522-01-2023-01-03T14:34:00.000Z,3/1/2023 8:34am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,33,
PB33522-01-2023-01-04T14:34:00.000Z,4/1/2023 8:34am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,34,
PB33522-01-2023-01-05T15:08:00.000Z,5/1/2023 9:08am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,35,
PB33522-01-2023-01-06T14:50:00.000Z,6/1/2023 8:50am,PB33522-01,L69 1%,1/12/2022,,,,1,9/1/2023 4:34pm,36,
PB33522-01-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,PB33522-01,,1/12/2022,,,,1,9/1/2023 8:59am,39,
"PB33522-01, PB33422-01, PB34222-01-2023-01-10T15:21:00.000Z",10/1/2023 9:21am,"PB33522-01,PB33422-01,PB34222-01",L69 1%,"1/12/2022, 30/11/2022, 8/12/2022",,,,1,10/1/2023 9:21am,NaN,
PB33522-02-2022-12-02T14:50:00.000Z,2/12/2022 8:50am,PB33522-02,L69 3%,1/12/2022,76.0,,,,9/1/2023 4:34pm,1,
PB33522-02-2022-12-13T21:22:00.000Z,13/12/2022 3:22pm,PB33522-02,,1/12/2022,,,,,9/1/2023 4:34pm,12,
PB33522-02-2022-12-15T14:35:00.000Z,15/12/2022 8:35am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,14,
PB33522-02-2022-12-19T14:56:00.000Z,19/12/2022 8:56am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,18,
PB33522-02-2022-12-20T14:36:00.000Z,20/12/2022 8:36am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,19,
PB33522-02-2022-12-21T14:49:00.000Z,21/12/2022 8:49am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,20,
PB33522-02-2022-12-23T17:32:00.000Z,23/12/2022 11:32am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,22,
PB33522-02-2022-12-24T16:50:00.000Z,24/12/2022 10:50am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,23,
PB33522-02-2022-12-27T14:40:00.000Z,27/12/2022 8:40am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,26,
PB33522-02-2022-12-28T14:30:00.000Z,28/12/2022 8:30am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,27,
PB33522-02-2022-12-28T14:50:00.000Z,28/12/2022 8:50am,PB33522-02,,1/12/2022,,2,28/12/2022,,9/1/2023 4:34pm,27,
PB33522-02-2022-12-29T14:25:00.000Z,29/12/2022 8:25am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,28,
PB33522-02-2022-12-30T14:45:00.000Z,30/12/2022 8:45am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,29,
PB33522-02-2022-12-31T14:24:00.000Z,31/12/2022 8:24am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,30,
PB33522-02-2023-01-02T14:56:00.000Z,2/1/2023 8:56am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,32,
PB33522-02-2023-01-03T14:33:00.000Z,3/1/2023 8:33am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,33,
PB33522-02-2023-01-04T14:33:00.000Z,4/1/2023 8:33am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,34,
PB33522-02-2023-01-05T15:05:00.000Z,5/1/2023 9:05am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,35,
PB33522-02-2023-01-05T15:07:00.000Z,5/1/2023 9:07am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,35,
PB33522-02-2023-01-05T15:12:00.000Z,5/1/2023 9:12am,PB33522-02,AJ2,1/12/2022,,,,1,9/1/2023 4:34pm,35,
PB33522-02-2023-01-06T14:49:00.000Z,6/1/2023 8:49am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 4:34pm,36,
PB33522-02-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,PB33522-02,L69 3%,1/12/2022,,,,1,9/1/2023 8:57am,39,
PB33522-02-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,PB33522-02,,1/12/2022,,2,,,9/1/2023 9:16am,39,
"PB33522-02, PB34222-02, PB33622-03-2023-01-07T06:00:00.000Z",7/1/2023 12:00am,"PB33522-02,PB34222-02,PB33622-03",L69 3%,"1/12/2022, 8/12/2022, 2/12/2022",,,,1,9/1/2023 1:20pm,NaN,
PB33522-03-2022-12-02T14:51:00.000Z,2/12/2022 8:51am,PB33522-03,L69 5%,1/12/2022,76.0,,,,9/1/2023 4:34pm,1,
PB33522-03-2022-12-13T18:56:00.000Z,13/12/2022 12:56pm,PB33522-03,,1/12/2022,,,,,9/1/2023 4:34pm,12,
PB33522-03-2022-12-15T14:34:00.000Z,15/12/2022 8:34am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,14,
PB33522-03-2022-12-19T14:55:00.000Z,19/12/2022 8:55am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,18,
PB33522-03-2022-12-20T14:36:00.000Z,20/12/2022 8:36am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,19,
PB33522-03-2022-12-21T14:48:00.000Z,21/12/2022 8:48am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,20,
PB33522-03-2022-12-23T17:28:00.000Z,23/12/2022 11:28am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,22,
PB33522-03-2022-12-24T16:53:00.000Z,24/12/2022 10:53am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,23,
PB33522-03-2022-12-27T14:39:00.000Z,27/12/2022 8:39am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,26,
PB33522-03-2022-12-28T14:32:00.000Z,28/12/2022 8:32am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,27,
PB33522-03-2022-12-28T14:50:00.000Z,28/12/2022 8:50am,PB33522-03,,1/12/2022,,2,28/12/2022,,9/1/2023 4:34pm,27,
PB33522-03-2022-12-29T14:27:00.000Z,29/12/2022 8:27am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,28,
PB33522-03-2022-12-30T14:47:00.000Z,30/12/2022 8:47am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,29,
PB33522-03-2022-12-31T14:26:00.000Z,31/12/2022 8:26am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,30,
PB33522-03-2023-01-02T14:59:00.000Z,2/1/2023 8:59am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,32,
PB33522-03-2023-01-03T14:35:00.000Z,3/1/2023 8:35am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,33,
PB33522-03-2023-01-05T15:09:00.000Z,5/1/2023 9:09am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,35,
PB33522-03-2023-01-05T15:37:00.000Z,5/1/2023 9:37am,PB33522-03,,1/12/2022,,2,5/1/2023,,9/1/2023 4:34pm,35,
PB33522-03-2023-01-06T14:51:00.000Z,6/1/2023 8:51am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 4:34pm,36,
PB33522-03-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,PB33522-03,L69 5%,1/12/2022,,,,1,9/1/2023 8:59am,39,
PB33522-03-2023-01-11T14:42:00.000Z,11/1/2023 8:42am,PB33522-03,L69 5%,1/12/2022,,,,1,11/1/2023 8:42am,41,
"PB33522-03, PB33422-03-2023-01-10T15:20:00.000Z",10/1/2023 9:20am,"PB33522-03,PB33422-03",L69 5%,"1/12/2022, 30/11/2022",,,,1,10/1/2023 9:20am,NaN,
PB33522-04-2022-12-02T14:52:00.000Z,2/12/2022 8:52am,PB33522-04,DDG 2,1/12/2022,76.0,,,,9/1/2023 4:34pm,1,
PB33522-04-2022-12-13T21:36:00.000Z,13/12/2022 3:36pm,PB33522-04,,1/12/2022,,,,,9/1/2023 4:34pm,12,
PB33522-04-2022-12-14T16:13:00.000Z,14/12/2022 10:13am,PB33522-04,,1/12/2022,,,,,9/1/2023 4:34pm,13,
PB33522-04-2022-12-15T14:32:00.000Z,15/12/2022 8:32am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,14,
PB33522-04-2022-12-16T14:47:00.000Z,16/12/2022 8:47am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,15,
PB33522-04-2022-12-19T14:53:00.000Z,19/12/2022 8:53am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,18,
PB33522-04-2022-12-22T15:25:00.000Z,22/12/2022 9:25am,PB33522-04,,1/12/2022,,2,22/12/2022,,9/1/2023 4:34pm,21,
PB33522-04-2022-12-23T17:40:00.000Z,23/12/2022 11:40am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,22,
PB33522-04-2022-12-24T16:31:00.000Z,24/12/2022 10:31am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,23,
PB33522-04-2022-12-27T14:35:00.000Z,27/12/2022 8:35am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,26,
PB33522-04-2022-12-28T14:35:00.000Z,28/12/2022 8:35am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,27,
PB33522-04-2022-12-29T14:30:00.000Z,29/12/2022 8:30am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,28,
PB33522-04-2022-12-30T14:41:00.000Z,30/12/2022 8:41am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,29,
PB33522-04-2022-12-31T14:23:00.000Z,31/12/2022 8:23am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,30,
PB33522-04-2023-01-02T15:23:00.000Z,2/1/2023 9:23am,PB33522-04,,1/12/2022,,2,2/1/2023,,9/1/2023 4:34pm,32,
PB33522-04-2023-01-03T14:31:00.000Z,3/1/2023 8:31am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,33,
PB33522-04-2023-01-04T14:42:00.000Z,4/1/2023 8:42am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,34,
PB33522-04-2023-01-05T15:15:00.000Z,5/1/2023 9:15am,PB33522-04,DDG 2,1/12/2022,,,,1,9/1/2023 4:34pm,35,
"PB33522-04, PB33422-04, PB33422-03, PB33622-04, PB33222-01-2023-01-07T06:00:00.000Z",7/1/2023 12:00am,"PB33522-04,PB33422-04,PB33422-03,PB33622-04,PB33222-01",DDG 2,"1/12/2022, 30/11/2022, 30/11/2022, 2/12/2022, 28/11/2022",,,,1,9/1/2023 1:18pm,NaN,
"PB33522-04, PB33522-01, PB34822-05-2023-01-11T15:03:00.000Z",11/1/2023 9:03am,"PB33522-04,PB33522-01,PB34822-05",,"1/12/2022, 1/12/2022, 14/12/2022",,2,,,11/1/2023 9:03am,NaN,
PB33622-01-2022-12-07T16:15:00.000Z,7/12/2022 10:15am,PB33622-01,P SOYA,2/12/2022,766.0,,,,9/1/2023 4:34pm,5,
PB33622-01-2022-12-08T15:56:00.000Z,8/12/2022 9:56am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,6,
PB33622-01-2022-12-12T14:52:00.000Z,12/12/2022 8:52am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,10,
PB33622-01-2022-12-13T15:05:00.000Z,13/12/2022 9:05am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,11,
PB33622-01-2022-12-14T15:31:00.000Z,14/12/2022 9:31am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,12,
PB33622-01-2022-12-16T14:58:00.000Z,16/12/2022 8:58am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,14,
PB33622-01-2022-12-20T15:11:00.000Z,20/12/2022 9:11am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,18,
PB33622-01-2022-12-21T15:07:00.000Z,21/12/2022 9:07am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,19,
PB33622-01-2022-12-22T15:56:00.000Z,22/12/2022 9:56am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,20,
PB33622-01-2022-12-22T16:01:00.000Z,22/12/2022 10:01am,PB33622-01,,2/12/2022,,2,22/12/2022,,9/1/2023 4:34pm,20,
PB33622-01-2022-12-28T15:06:00.000Z,28/12/2022 9:06am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,26,
PB33622-01-2022-12-29T20:19:00.000Z,29/12/2022 2:19pm,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,27,
PB33622-01-2022-12-30T15:37:00.000Z,30/12/2022 9:37am,PB33622-01,P SOYA,2/12/2022,,,,3,9/1/2023 4:34pm,28,
PB33622-01-2023-01-02T15:36:00.000Z,2/1/2023 9:36am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,31,
PB33622-01-2023-01-03T15:18:00.000Z,3/1/2023 9:18am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,32,
PB33622-01-2023-01-03T15:20:00.000Z,3/1/2023 9:20am,PB33622-01,,2/12/2022,,2,3/1/2023,,9/1/2023 4:34pm,32,
PB33622-01-2023-01-04T14:51:00.000Z,4/1/2023 8:51am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,33,
PB33622-01-2023-01-06T15:16:00.000Z,6/1/2023 9:16am,PB33622-01,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,35,
PB33622-02-2022-12-07T16:17:00.000Z,7/12/2022 10:17am,PB33622-02,P SOYA,2/12/2022,800.0,,,,9/1/2023 4:34pm,5,
PB33622-02-2022-12-08T15:56:00.000Z,8/12/2022 9:56am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,6,
PB33622-02-2022-12-12T14:52:00.000Z,12/12/2022 8:52am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,10,
PB33622-02-2022-12-13T15:05:00.000Z,13/12/2022 9:05am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,11,
PB33622-02-2022-12-14T15:31:00.000Z,14/12/2022 9:31am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,12,
PB33622-02-2022-12-16T14:58:00.000Z,16/12/2022 8:58am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,14,
PB33622-02-2022-12-20T15:11:00.000Z,20/12/2022 9:11am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,18,
PB33622-02-2022-12-21T15:07:00.000Z,21/12/2022 9:07am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,19,
PB33622-02-2022-12-22T15:56:00.000Z,22/12/2022 9:56am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,20,
PB33622-02-2022-12-22T16:01:00.000Z,22/12/2022 10:01am,PB33622-02,,2/12/2022,,2,22/12/2022,,9/1/2023 4:34pm,20,
PB33622-02-2022-12-28T15:06:00.000Z,28/12/2022 9:06am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,26,
PB33622-02-2022-12-29T20:19:00.000Z,29/12/2022 2:19pm,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,27,
PB33622-02-2022-12-30T15:37:00.000Z,30/12/2022 9:37am,PB33622-02,P SOYA,2/12/2022,,,,3,9/1/2023 4:34pm,28,
PB33622-02-2023-01-02T15:36:00.000Z,2/1/2023 9:36am,PB33622-02,P SOYA,2/12/2022,,,,2,9/1/2023 4:34pm,31,
